filename,width,height,class,xmin,ymin,xmax,ymax
DJI_0227_01_04.png,1000,1000,tassels,770,739,1000,831
DJI_0227_02_01.png,1000,1000,tassels,124,271,386,404
DJI_0227_02_01.png,1000,1000,tassels,544,263,655,387
DJI_0227_02_01.png,1000,1000,tassels,913,266,998,377
DJI_0227_02_01.png,1000,1000,tassels,886,494,988,627
DJI_0227_02_01.png,1000,1000,tassels,96,487,464,628
DJI_0227_02_02.png,1000,1000,tassels,4,232,572,375
DJI_0227_02_02.png,1000,1000,tassels,654,234,895,357
DJI_0227_02_02.png,1000,1000,tassels,925,268,1000,330
DJI_0227_02_02.png,1000,1000,tassels,50,478,236,595
DJI_0227_02_02.png,1000,1000,tassels,297,457,912,600
DJI_0227_02_03.png,1000,1000,tassels,714,1,998,83
DJI_0227_02_03.png,1000,1000,tassels,16,219,565,356
DJI_0227_02_03.png,1000,1000,tassels,910,207,1000,320
DJI_0227_02_03.png,1000,1000,tassels,791,440,956,577
DJI_0227_02_03.png,1000,1000,tassels,1,459,511,573
DJI_0227_02_04.png,1000,1000,tassels,7,2,615,75
DJI_0227_02_04.png,1000,1000,tassels,1,195,999,334
DJI_0227_02_04.png,1000,1000,tassels,135,414,999,563
DJI_0227_02_04.png,1000,1000,tassels,251,672,393,741
DJI_0227_02_04.png,1000,1000,tassels,95,897,174,949
DJI_0227_03_01.png,1000,1000,tassels,102,588,239,711
DJI_0227_03_01.png,1000,1000,tassels,344,574,492,692
DJI_0227_03_01.png,1000,1000,tassels,3,796,581,934
DJI_0227_03_02.png,1000,1000,tassels,109,549,175,682
DJI_0227_03_02.png,1000,1000,tassels,179,586,446,681
DJI_0227_03_02.png,1000,1000,tassels,518,559,868,684
DJI_0227_03_02.png,1000,1000,tassels,15,793,938,924
DJI_0227_03_03.png,1000,1000,tassels,662,79,997,243
DJI_0227_03_03.png,1000,1000,tassels,863,346,1000,483
DJI_0227_03_03.png,1000,1000,tassels,101,788,302,929
DJI_0227_03_03.png,1000,1000,tassels,412,801,490,900
DJI_0227_03_03.png,1000,1000,tassels,1,795,46,924
DJI_0227_03_03.png,1000,1000,tassels,369,562,509,644
DJI_0227_03_04.png,1000,1000,tassels,76,79,1000,243
DJI_0227_03_04.png,1000,1000,tassels,8,323,867,468
DJI_0227_03_04.png,1000,1000,tassels,11,529,629,675
DJI_0227_03_04.png,1000,1000,tassels,859,525,1000,642
DJI_0227_03_04.png,1000,1000,tassels,24,775,999,924
DJI_0228_01_01.png,1000,1000,tassels,67,69,481,226
DJI_0228_01_01.png,1000,1000,tassels,709,130,801,212
DJI_0228_01_01.png,1000,1000,tassels,89,826,223,937
DJI_0228_01_01.png,1000,1000,tassels,335,819,425,910
DJI_0228_01_02.png,1000,1000,tassels,335,746,874,885
DJI_0228_01_02.png,1000,1000,tassels,200,792,286,878
DJI_0228_01_03.png,1000,1000,tassels,596,48,938,212
DJI_0228_01_03.png,1000,1000,tassels,4,731,432,840
DJI_0228_01_03.png,1000,1000,tassels,883,540,939,656
DJI_0228_01_04.png,1000,1000,tassels,10,23,371,181
DJI_0228_01_04.png,1000,1000,tassels,839,34,978,125
DJI_0228_01_04.png,1000,1000,tassels,4,690,568,832
DJI_0228_01_04.png,1000,1000,tassels,891,690,1000,774
DJI_0228_01_04.png,1000,1000,tassels,221,283,287,366
DJI_0228_02_01.png,1000,1000,tassels,8,242,581,373
DJI_0228_02_01.png,1000,1000,tassels,1,471,248,602
DJI_0228_02_01.png,1000,1000,tassels,894,453,973,511
DJI_0228_02_02.png,1000,1000,tassels,385,1,501,117
DJI_0228_02_02.png,1000,1000,tassels,587,12,684,99
DJI_0228_02_02.png,1000,1000,tassels,795,1,1000,108
DJI_0228_02_02.png,1000,1000,tassels,734,202,854,323
DJI_0228_02_02.png,1000,1000,tassels,181,211,337,304
DJI_0228_02_02.png,1000,1000,tassels,770,650,851,757
DJI_0228_02_03.png,1000,1000,tassels,3,1,88,74
DJI_0228_02_03.png,1000,1000,tassels,176,1,472,114
DJI_0228_02_03.png,1000,1000,tassels,640,175,1000,284
DJI_0228_02_03.png,1000,1000,tassels,560,420,1000,529
DJI_0228_02_03.png,1000,1000,tassels,752,630,1000,754
DJI_0228_02_03.png,1000,1000,tassels,745,867,1000,958
DJI_0228_02_03.png,1000,1000,tassels,831,1,990,54
DJI_0228_02_04.png,1000,1000,tassels,40,179,230,253
DJI_0228_02_04.png,1000,1000,tassels,331,171,582,251
DJI_0228_02_04.png,1000,1000,tassels,678,168,992,255
DJI_0228_02_04.png,1000,1000,tassels,15,390,70,491
DJI_0228_02_04.png,1000,1000,tassels,111,420,201,488
DJI_0228_02_04.png,1000,1000,tassels,258,391,347,475
DJI_0228_02_04.png,1000,1000,tassels,444,396,937,484
DJI_0228_02_04.png,1000,1000,tassels,4,621,693,751
DJI_0228_02_04.png,1000,1000,tassels,838,687,953,762
DJI_0228_02_04.png,1000,1000,tassels,2,856,242,970
DJI_0228_02_04.png,1000,1000,tassels,317,847,452,957
DJI_0228_02_04.png,1000,1000,tassels,529,866,631,952
DJI_0228_02_04.png,1000,1000,tassels,882,825,1000,921
DJI_0228_03_01.png,1000,1000,tassels,4,157,95,271
DJI_0228_03_01.png,1000,1000,tassels,168,125,428,254
DJI_0228_03_01.png,1000,1000,tassels,616,133,709,242
DJI_0228_03_01.png,1000,1000,tassels,157,335,515,489
DJI_0228_03_01.png,1000,1000,tassels,938,356,1000,462
DJI_0228_03_01.png,1000,1000,tassels,10,353,79,427
DJI_0228_03_02.png,1000,1000,tassels,1,129,612,260
DJI_0228_03_02.png,1000,1000,tassels,702,113,907,233
DJI_0228_03_02.png,1000,1000,tassels,100,341,271,459
DJI_0228_03_02.png,1000,1000,tassels,334,331,920,465
DJI_0228_03_02.png,1000,1000,tassels,955,150,1000,208
DJI_0228_03_03.png,1000,1000,tassels,12,89,584,226
DJI_0228_03_03.png,1000,1000,tassels,6,318,527,461
DJI_0228_03_03.png,1000,1000,tassels,834,313,975,440
DJI_0228_03_04.png,1000,1000,tassels,1,86,746,217
DJI_0228_03_04.png,1000,1000,tassels,869,77,1000,193
DJI_0228_03_04.png,1000,1000,tassels,160,310,555,459
DJI_0228_03_04.png,1000,1000,tassels,834,328,999,421
DJI_0228_03_04.png,1000,1000,tassels,687,312,815,382
DJI_0228_03_04.png,1000,1000,tassels,297,541,384,618
DJI_0228_03_04.png,1000,1000,tassels,261,907,377,999
DJI_0229_01_01.png,1000,1000,tassels,9,544,347,699
DJI_0229_01_01.png,1000,1000,tassels,709,584,834,710
DJI_0229_01_01.png,1000,1000,tassels,942,545,1000,655
DJI_0229_01_01.png,1000,1000,tassels,19,831,129,951
DJI_0229_01_01.png,1000,1000,tassels,317,815,443,909
DJI_0229_01_01.png,1000,1000,tassels,696,807,870,927
DJI_0229_01_02.png,1000,1000,tassels,193,65,291,171
DJI_0229_01_02.png,1000,1000,tassels,362,52,423,121
DJI_0229_01_02.png,1000,1000,tassels,138,315,231,396
DJI_0229_01_02.png,1000,1000,tassels,752,372,812,460
DJI_0229_01_02.png,1000,1000,tassels,893,302,993,428
DJI_0229_01_02.png,1000,1000,tassels,363,527,464,669
DJI_0229_01_02.png,1000,1000,tassels,500,575,605,686
DJI_0229_01_02.png,1000,1000,tassels,671,561,769,637
DJI_0229_01_02.png,1000,1000,tassels,932,778,981,837
DJI_0229_01_02.png,1000,1000,tassels,5,796,95,903
DJI_0229_01_02.png,1000,1000,tassels,472,835,572,890
DJI_0229_01_02.png,1000,1000,tassels,48,585,161,673
DJI_0229_01_02.png,1000,1000,tassels,90,72,130,145
DJI_0229_01_03.png,1000,1000,tassels,30,42,162,171
DJI_0229_01_03.png,1000,1000,tassels,256,12,328,125
DJI_0229_01_03.png,1000,1000,tassels,354,16,490,158
DJI_0229_01_03.png,1000,1000,tassels,212,265,485,409
DJI_0229_01_03.png,1000,1000,tassels,38,532,153,650
DJI_0229_01_03.png,1000,1000,tassels,193,569,258,642
DJI_0229_01_03.png,1000,1000,tassels,745,548,886,656
DJI_0229_01_03.png,1000,1000,tassels,923,781,1000,886
DJI_0229_01_04.png,1000,1000,tassels,37,533,128,625
DJI_0229_01_04.png,1000,1000,tassels,314,528,469,638
DJI_0229_01_04.png,1000,1000,tassels,499,527,681,621
DJI_0229_01_04.png,1000,1000,tassels,8,767,330,900
DJI_0229_01_04.png,1000,1000,tassels,473,763,660,866
DJI_0229_02_01.png,1000,1000,tassels,31,77,236,190
DJI_0229_02_01.png,1000,1000,tassels,47,296,495,435
DJI_0229_02_01.png,1000,1000,tassels,697,384,794,448
DJI_0229_02_01.png,1000,1000,tassels,678,91,748,156
DJI_0229_02_02.png,1000,1000,tassels,206,70,288,173
DJI_0229_02_02.png,1000,1000,tassels,878,358,989,421
DJI_0229_02_02.png,1000,1000,tassels,582,41,642,94
DJI_0229_02_03.png,1000,1000,tassels,615,17,825,133
DJI_0229_02_03.png,1000,1000,tassels,856,1,1000,77
DJI_0229_02_03.png,1000,1000,tassels,660,249,997,372
DJI_0229_02_03.png,1000,1000,tassels,1,274,53,352
DJI_0229_02_03.png,1000,1000,tassels,256,279,326,350
DJI_0229_02_03.png,1000,1000,tassels,417,70,481,110
DJI_0229_02_03.png,1000,1000,tassels,907,731,1000,831
DJI_0229_02_04.png,1000,1000,tassels,4,29,210,149
DJI_0229_02_04.png,1000,1000,tassels,496,2,871,138
DJI_0229_02_04.png,1000,1000,tassels,92,235,439,368
DJI_0229_02_04.png,1000,1000,tassels,176,744,241,803
DJI_0229_02_04.png,1000,1000,tassels,293,496,351,545
DJI_0229_02_04.png,1000,1000,tassels,19,946,148,1000
DJI_0229_02_04.png,1000,1000,tassels,419,931,519,1000
DJI_0229_03_01.png,1000,1000,tassels,18,62,160,188
DJI_0229_03_01.png,1000,1000,tassels,279,74,368,174
DJI_0229_03_01.png,1000,1000,tassels,117,474,209,550
DJI_0229_03_01.png,1000,1000,tassels,5,720,214,851
DJI_0229_03_01.png,1000,1000,tassels,426,446,553,550
DJI_0229_03_02.png,1000,1000,tassels,193,1,282,50
DJI_0229_03_02.png,1000,1000,tassels,350,5,877,142
DJI_0229_03_02.png,1000,1000,tassels,67,199,168,319
DJI_0229_03_02.png,1000,1000,tassels,387,228,505,332
DJI_0229_03_02.png,1000,1000,tassels,589,218,698,324
DJI_0229_03_02.png,1000,1000,tassels,827,212,1000,345
DJI_0229_03_02.png,1000,1000,tassels,717,457,848,591
DJI_0229_03_02.png,1000,1000,tassels,168,466,334,569
DJI_0229_03_03.png,1000,1000,tassels,4,1,280,122
DJI_0229_03_03.png,1000,1000,tassels,285,2,485,77
DJI_0229_03_03.png,1000,1000,tassels,2,222,96,352
DJI_0229_03_03.png,1000,1000,tassels,223,238,325,339
DJI_0229_03_03.png,1000,1000,tassels,351,209,496,326
DJI_0229_03_03.png,1000,1000,tassels,879,205,1000,286
DJI_0229_03_03.png,1000,1000,tassels,680,435,835,517
DJI_0229_03_03.png,1000,1000,tassels,880,441,1000,541
DJI_0229_03_03.png,1000,1000,tassels,605,678,686,744
DJI_0229_03_03.png,1000,1000,tassels,713,693,772,758
DJI_0229_03_03.png,1000,1000,tassels,834,703,903,768
DJI_0229_03_03.png,1000,1000,tassels,852,948,999,1000
DJI_0229_03_04.png,1000,1000,tassels,7,1,142,37
DJI_0229_03_04.png,1000,1000,tassels,160,5,303,82
DJI_0229_03_04.png,1000,1000,tassels,327,5,407,71
DJI_0229_03_04.png,1000,1000,tassels,3,211,93,296
DJI_0229_03_04.png,1000,1000,tassels,395,449,636,537
DJI_0229_03_04.png,1000,1000,tassels,100,453,176,515
DJI_0229_03_04.png,1000,1000,tassels,508,694,797,812
DJI_0229_03_04.png,1000,1000,tassels,798,656,1000,768
DJI_0229_03_04.png,1000,1000,tassels,12,932,354,997
DJI_0229_03_04.png,1000,1000,tassels,439,936,751,1000
DJI_0229_03_04.png,1000,1000,tassels,309,661,418,758
DJI_0229_03_04.png,1000,1000,tassels,161,706,223,767
DJI_0229_03_04.png,1000,1000,tassels,741,212,830,296
DJI_0229_03_04.png,1000,1000,tassels,269,212,374,321
DJI_0229_03_04.png,1000,1000,tassels,763,475,874,570
DJI_0230_01_01.png,1000,1000,tassels,1,1,214,77
DJI_0230_01_01.png,1000,1000,tassels,626,13,727,117
DJI_0230_01_01.png,1000,1000,tassels,676,121,775,239
DJI_0230_01_01.png,1000,1000,tassels,834,12,943,109
DJI_0230_01_01.png,1000,1000,tassels,736,299,928,401
DJI_0230_01_01.png,1000,1000,tassels,938,231,1000,325
DJI_0230_01_01.png,1000,1000,tassels,389,478,565,616
DJI_0230_01_01.png,1000,1000,tassels,89,735,230,840
DJI_0230_01_01.png,1000,1000,tassels,161,185,282,261
DJI_0230_01_02.png,1000,1000,tassels,84,1,606,85
DJI_0230_01_02.png,1000,1000,tassels,609,1,737,133
DJI_0230_01_02.png,1000,1000,tassels,843,2,987,58
DJI_0230_01_02.png,1000,1000,tassels,3,186,237,354
DJI_0230_01_02.png,1000,1000,tassels,400,236,660,360
DJI_0230_01_02.png,1000,1000,tassels,670,195,995,298
DJI_0230_01_02.png,1000,1000,tassels,665,431,751,500
DJI_0230_01_02.png,1000,1000,tassels,480,700,639,824
DJI_0230_01_02.png,1000,1000,tassels,937,719,998,774
DJI_0230_01_02.png,1000,1000,tassels,519,475,578,546
DJI_0230_01_03.png,1000,1000,tassels,57,2,375,95
DJI_0230_01_03.png,1000,1000,tassels,696,3,991,114
DJI_0230_01_03.png,1000,1000,tassels,651,217,882,304
DJI_0230_01_03.png,1000,1000,tassels,4,206,161,312
DJI_0230_01_03.png,1000,1000,tassels,200,228,423,351
DJI_0230_01_03.png,1000,1000,tassels,49,431,233,549
DJI_0230_01_03.png,1000,1000,tassels,1,687,70,774
DJI_0230_01_03.png,1000,1000,tassels,870,452,996,559
DJI_0230_01_04.png,1000,1000,tassels,273,1,392,54
DJI_0230_01_04.png,1000,1000,tassels,38,187,236,328
DJI_0230_01_04.png,1000,1000,tassels,371,167,497,304
DJI_0230_01_04.png,1000,1000,tassels,597,141,742,296
DJI_0230_01_04.png,1000,1000,tassels,98,416,353,574
DJI_0230_01_04.png,1000,1000,tassels,408,395,575,541
DJI_0230_01_04.png,1000,1000,tassels,644,399,967,515
DJI_0230_01_04.png,1000,1000,tassels,189,703,319,791
DJI_0230_01_04.png,1000,1000,tassels,369,691,604,812
DJI_0230_01_04.png,1000,1000,tassels,661,645,1000,796
DJI_0230_02_01.png,1000,1000,tassels,28,470,378,602
DJI_0230_02_01.png,1000,1000,tassels,719,457,827,569
DJI_0230_02_01.png,1000,1000,tassels,920,460,1000,557
DJI_0230_02_01.png,1000,1000,tassels,706,682,856,792
DJI_0230_02_01.png,1000,1000,tassels,4,769,128,859
DJI_0230_02_01.png,1000,1000,tassels,307,733,427,807
DJI_0230_02_02.png,1000,1000,tassels,144,200,228,277
DJI_0230_02_02.png,1000,1000,tassels,712,202,807,335
DJI_0230_02_02.png,1000,1000,tassels,909,228,1000,323
DJI_0230_02_02.png,1000,1000,tassels,357,423,443,549
DJI_0230_02_02.png,1000,1000,tassels,503,467,600,576
DJI_0230_02_02.png,1000,1000,tassels,662,449,734,510
DJI_0230_02_02.png,1000,1000,tassels,926,679,973,746
DJI_0230_02_02.png,1000,1000,tassels,3,682,105,799
DJI_0230_02_02.png,1000,1000,tassels,488,707,560,767
DJI_0230_02_03.png,1000,1000,tassels,21,1,155,57
DJI_0230_02_03.png,1000,1000,tassels,207,182,468,311
DJI_0230_02_03.png,1000,1000,tassels,722,407,888,507
DJI_0230_02_03.png,1000,1000,tassels,30,453,126,559
DJI_0230_02_03.png,1000,1000,tassels,202,465,263,536
DJI_0230_02_03.png,1000,1000,tassels,928,643,1000,755
DJI_0230_02_03.png,1000,1000,tassels,616,861,818,981
DJI_0230_02_03.png,1000,1000,tassels,895,874,1000,943
DJI_0230_02_04.png,1000,1000,tassels,1,399,645,529
DJI_0230_02_04.png,1000,1000,tassels,5,643,355,748
DJI_0230_02_04.png,1000,1000,tassels,476,637,660,734
DJI_0230_02_04.png,1000,1000,tassels,65,892,225,998
DJI_0230_02_04.png,1000,1000,tassels,505,847,735,1000
DJI_0230_02_04.png,1000,1000,tassels,798,839,920,979
DJI_0230_03_01.png,1000,1000,tassels,45,175,488,295
DJI_0230_03_02.png,1000,1000,tassels,198,1,267,61
DJI_0230_03_02.png,1000,1000,tassels,345,884,884,1000
DJI_0230_03_03.png,1000,1000,tassels,248,196,310,254
DJI_0230_03_03.png,1000,1000,tassels,664,126,994,236
DJI_0230_03_03.png,1000,1000,tassels,7,875,357,1000
DJI_0230_03_03.png,1000,1000,tassels,371,850,479,954
DJI_0230_03_04.png,1000,1000,tassels,103,98,471,235
DJI_0230_03_04.png,1000,1000,tassels,11,812,174,931
DJI_0230_03_04.png,1000,1000,tassels,179,875,315,971
DJI_0230_03_04.png,1000,1000,tassels,419,823,651,956
DJI_0231_01_01.png,1000,1000,tassels,624,29,750,138
DJI_0231_01_01.png,1000,1000,tassels,619,266,714,368
DJI_0231_01_01.png,1000,1000,tassels,439,296,611,399
DJI_0231_01_01.png,1000,1000,tassels,37,37,196,193
DJI_0231_01_01.png,1000,1000,tassels,198,9,418,158
DJI_0231_01_02.png,1000,1000,tassels,246,94,377,228
DJI_0231_01_02.png,1000,1000,tassels,601,9,680,86
DJI_0231_01_02.png,1000,1000,tassels,813,28,942,194
DJI_0231_01_02.png,1000,1000,tassels,676,349,787,436
DJI_0231_01_03.png,1000,1000,tassels,401,35,554,176
DJI_0231_01_03.png,1000,1000,tassels,443,307,511,371
DJI_0231_01_03.png,1000,1000,tassels,5,64,192,171
DJI_0231_01_03.png,1000,1000,tassels,176,341,225,395
DJI_0231_01_03.png,1000,1000,tassels,237,290,365,419
DJI_0231_01_04.png,1000,1000,tassels,189,2,476,86
DJI_0231_01_04.png,1000,1000,tassels,631,1,856,71
DJI_0231_01_04.png,1000,1000,tassels,38,261,236,382
DJI_0231_01_04.png,1000,1000,tassels,246,196,614,343
DJI_0231_01_04.png,1000,1000,tassels,677,224,1000,394
DJI_0231_01_04.png,1000,1000,tassels,15,558,170,655
DJI_0231_01_04.png,1000,1000,tassels,287,445,617,646
DJI_0231_01_04.png,1000,1000,tassels,655,491,993,631
DJI_0231_01_04.png,1000,1000,tassels,11,771,423,916
DJI_0231_01_04.png,1000,1000,tassels,485,756,802,900
DJI_0231_01_04.png,1000,1000,tassels,869,789,1000,905
DJI_0231_02_01.png,1000,1000,tassels,710,5,842,125
DJI_0231_02_01.png,1000,1000,tassels,645,297,786,435
DJI_0231_02_01.png,1000,1000,tassels,812,283,892,370
DJI_0231_02_01.png,1000,1000,tassels,29,533,347,679
DJI_0231_02_01.png,1000,1000,tassels,731,554,843,651
DJI_0231_02_01.png,1000,1000,tassels,919,547,1000,639
DJI_0231_02_01.png,1000,1000,tassels,802,774,1000,878
DJI_0231_02_01.png,1000,1000,tassels,1,822,89,923
DJI_0231_02_01.png,1000,1000,tassels,4,79,53,131
DJI_0231_02_02.png,1000,1000,tassels,8,37,139,138
DJI_0231_02_02.png,1000,1000,tassels,179,6,273,81
DJI_0231_02_02.png,1000,1000,tassels,402,26,547,166
DJI_0231_02_02.png,1000,1000,tassels,890,40,971,119
DJI_0231_02_02.png,1000,1000,tassels,126,521,654,662
DJI_0231_02_02.png,1000,1000,tassels,663,499,781,676
DJI_0231_02_02.png,1000,1000,tassels,837,491,1000,655
DJI_0231_02_02.png,1000,1000,tassels,5,770,296,895
DJI_0231_02_02.png,1000,1000,tassels,469,750,1000,865
DJI_0231_02_02.png,1000,1000,tassels,653,309,745,420
DJI_0231_02_03.png,1000,1000,tassels,28,59,143,183
DJI_0231_02_03.png,1000,1000,tassels,181,40,302,146
DJI_0231_02_03.png,1000,1000,tassels,709,18,823,125
DJI_0231_02_03.png,1000,1000,tassels,885,14,1000,129
DJI_0231_02_03.png,1000,1000,tassels,655,266,813,394
DJI_0231_02_03.png,1000,1000,tassels,929,327,1000,399
DJI_0231_02_03.png,1000,1000,tassels,305,265,460,411
DJI_0231_02_03.png,1000,1000,tassels,1,538,126,645
DJI_0231_02_03.png,1000,1000,tassels,134,503,422,657
DJI_0231_02_03.png,1000,1000,tassels,935,510,1000,639
DJI_0231_02_03.png,1000,1000,tassels,668,754,909,862
DJI_0231_02_03.png,1000,1000,tassels,3,776,207,869
DJI_0231_02_03.png,1000,1000,tassels,245,795,461,914
DJI_0231_02_04.png,1000,1000,tassels,2,1,60,94
DJI_0231_02_04.png,1000,1000,tassels,163,38,250,128
DJI_0231_02_04.png,1000,1000,tassels,324,45,509,174
DJI_0231_02_04.png,1000,1000,tassels,578,20,1000,164
DJI_0231_02_04.png,1000,1000,tassels,303,315,406,404
DJI_0231_02_04.png,1000,1000,tassels,450,322,787,439
DJI_0231_02_04.png,1000,1000,tassels,2,303,57,399
DJI_0231_02_04.png,1000,1000,tassels,634,520,877,656
DJI_0231_02_04.png,1000,1000,tassels,3,538,443,666
DJI_0231_02_04.png,1000,1000,tassels,104,779,244,878
DJI_0231_02_04.png,1000,1000,tassels,398,790,511,885
DJI_0231_02_04.png,1000,1000,tassels,614,801,715,913
DJI_0231_03_01.png,1000,1000,tassels,507,41,659,166
DJI_0231_03_01.png,1000,1000,tassels,213,262,334,375
DJI_0231_03_01.png,1000,1000,tassels,819,912,901,998
DJI_0231_03_01.png,1000,1000,tassels,1,726,96,826
DJI_0231_03_02.png,1000,1000,tassels,740,9,814,65
DJI_0231_03_02.png,1000,1000,tassels,265,452,338,562
DJI_0231_03_02.png,1000,1000,tassels,395,448,462,534
DJI_0231_03_02.png,1000,1000,tassels,877,696,944,746
DJI_0231_03_02.png,1000,1000,tassels,197,674,277,795
DJI_0231_03_02.png,1000,1000,tassels,60,21,122,75
DJI_0231_03_02.png,1000,1000,tassels,431,886,490,944
DJI_0231_03_02.png,1000,1000,tassels,767,711,839,803
DJI_0231_03_02.png,1000,1000,tassels,550,278,692,421
DJI_0231_03_03.png,1000,1000,tassels,112,23,286,121
DJI_0231_03_03.png,1000,1000,tassels,40,266,132,369
DJI_0231_03_03.png,1000,1000,tassels,83,479,216,589
DJI_0231_03_03.png,1000,1000,tassels,300,484,369,578
DJI_0231_03_03.png,1000,1000,tassels,384,456,470,534
DJI_0231_03_03.png,1000,1000,tassels,250,702,380,818
DJI_0231_03_03.png,1000,1000,tassels,427,714,490,834
DJI_0231_03_03.png,1000,1000,tassels,768,843,921,945
DJI_0231_03_03.png,1000,1000,tassels,894,1,1000,73
DJI_0231_03_04.png,1000,1000,tassels,93,3,548,116
DJI_0231_03_04.png,1000,1000,tassels,662,1,973,129
DJI_0231_03_04.png,1000,1000,tassels,205,240,332,351
DJI_0231_03_04.png,1000,1000,tassels,365,265,629,383
DJI_0231_03_04.png,1000,1000,tassels,687,227,899,359
DJI_0231_03_04.png,1000,1000,tassels,1,875,286,988
DJI_0231_03_04.png,1000,1000,tassels,338,892,633,997
DJI_0232_01_01.png,1000,1000,tassels,4,1,485,93
DJI_0232_01_01.png,1000,1000,tassels,1,186,232,344
DJI_0232_01_01.png,1000,1000,tassels,262,232,377,350
DJI_0232_01_01.png,1000,1000,tassels,423,240,576,390
DJI_0232_01_01.png,1000,1000,tassels,635,219,739,329
DJI_0232_01_01.png,1000,1000,tassels,5,416,154,566
DJI_0232_01_01.png,1000,1000,tassels,205,436,346,562
DJI_0232_01_01.png,1000,1000,tassels,109,694,475,818
DJI_0232_01_01.png,1000,1000,tassels,29,931,251,1000
DJI_0232_01_02.png,1000,1000,tassels,14,103,185,228
DJI_0232_01_02.png,1000,1000,tassels,255,148,327,233
DJI_0232_01_02.png,1000,1000,tassels,480,29,609,198
DJI_0232_01_02.png,1000,1000,tassels,284,8,399,124
DJI_0232_01_02.png,1000,1000,tassels,346,697,419,760
